truncated_text
Audrey Hepburn had totally lost
It's really only of interest
Little signals and little bows
The soundtrack of old Sinatra
"In this case, Audrey Hepburn's"
Here she has even lost
If someone whose talent was
"After this dreadful performance, she"
Even much vainer and obviously
Turner took acting seriously even
Hepburn doesn't take it seriously
Her last really good work
"John Ritter is horrible, there"
"Otherwise, critic David Thomson's oft-used"
"Sandra Dee's last, pitiful film"
At least Ms.
Dee spoke in her own
And her final brief role
And perhaps it is only
Most of the talk about
"Never as celebrated as Hepburn,"
"After that, all of her"
I think I will make
"Oh wait, I'm working..oh I'm"
It looks like whoever made
I hope the makers of
It looks like someones home
Total crap!!!
Who let's this stuff be
Pros: Nothing<br /><br />Cons: Everything<br
Filmed on a budget of
How does a movie like
"Simply put, avoid TZC like"
They're brains must have really
"If the crew behind ""Zombie"
"In a ""Twist Ending""-type movie,"
That tends to spoil the
<br /><br />2.
I know you produced this
"Or at least, walk, talk"
"Joe Haggerty, I'm looking at"
If you're going to set
Twist endings are supposed to
"Sure, we don't want twists"
That's not a great idea.<br
1st watched 8/3/2003 - 2
"And yes, we get to"
"Wow, not!!"
That has been done time
That's what made the original
The flesh-eating was just thrown
We're actually bored throughout most
The last story is actually
"Well, I think I've said"
"Watch the classics, not this"
There's tons of good-looking women
"But alas, this movie is"
Grrrrrrrrrr Strike one.<br /><br />Ahem.
One story in this film
Then why the hell are
Hello?
"Continuity, anyone?<br /><br />As you"
And it is the most
I'm not sure if someone
I didn't have the same
"Sure, the 3D in those"
I'd like to see more
"In movies, as well."
Looks like Janet Margolin at
Purrrrrrrrrrrrrrrr<br /><br />
En route to a small
The strange man then recounts
And that's not the only
"well, that beggars belief.<br /><br"
These positives just about make
Without wishing to be a
<br /><br />The acting is
Maybe this is a challenge
You'd do well to avoid
My girlfriend once brought around
Little did we realize the
While watching this film I
These included:<br /><br />1) Drinking
Ben Draper wrote this?
The guy couldn't even dig
The best ting he did
This was the worst film
Never has a film had
"My girlfriend left it here,"
Fact.<br /><br />DO NOT WATCH
"Amateur, no budget films can"
this however is not one
"The acting is hideous, except"
"The camera ""direction"" needs serious"
"And no more ""hold the"
"The special effects are unimaginative,"
If you're going to rip
The scenery is bland and
"Sykes other ventures), and the"
"Apparently, the scriptwriter didn't.<br /><br"
please stop.
I've seen some of his
"Normally, a ""director"" will grow"
not this guy.
It's one thing to be
"of course, chewing on popcorn"
OK its not the best
story line was pretty awful
Some films that you pick
"Other than that, its a"
We've all made stuff like
Avoid.
I received this movie as
what a pathetic movie .<br
all you need are a
He are completely unharmed.
They went to a supposed
just for the supposed to
Ben Draper let one of
Ben Draper are in for
his wife/girl fiend knows about
Ben Draper to take revenge
I have not seen many
The story had the most
I cant believe it was
I think there was one
Awful simply awful.
"..Oh wait, I can!"
This movie is not for
I couldn't tell where I
One second they're in the
I think.
I couldn't pay long enough
I think it only got
"If you're a b-movie buff,"
It's home-movie and all non-sense
If your tastes are more
You have to admire Brad
But keeps on doing it
Even the half-hearted praise than
Brad normally manages to throw
Joe Haggerty gives a spirited
Coming to a multiplex near
THE ZOMBIE CHRONICLES <br /><br
"Worse still, the two stories"
This isn't a 'fun' movie
The 3-D format is utterly
A woman asks for advice
But perhaps fate has something
"In fact I must confess,"
And there was a lot
It runs for just 69
You get some skinhead doing
"Why, you get more undead"
"Though, considering how pathetic the"
"Jerky camera-work, scratches on the"
I had to rub my
Even the clothes and fashioned
"YOU try sitting through it,"
It is truly laughable that
"In fact, don't for surprised"
You have been warned...
0/10<br /><br />P.S What kind
"See, the movie can't even"
"Really, I can't believe that"
I am a huge zombie
It had zombies in it
Was I wrong!
To be honest the movie
Overall I think that it
The movie could have been
Buyer beware...unless you are into
I rented this movie about
I don't think I ever
It is worse than a
I remember them doing a
I don't understand how they
He might have had a
I returned it to the
To this day it is
:Spoilers:<br /><br />I was very
I had been waiting a
I love the first three
The whole movie was sad
I also think the death
It seemed like none of
There seemed to be no
It seems like every movie
I mean in the movie
And I think Missie and
I hope with the next
I also hope there is
I've seen all four of
Each one strays further and
This is the worst one
My problem is that it
The directors and producers should
The names/ages/genders of the children
The entire story line is
The music is too loud.
The actors are not convincing
It is clean.
"Don't watch it, though, if"
I hope that this will
If there are more movies
"The books are excellent and,"
I very much looked forward
Its a good family movie;
Too many scenes out of
I do hope there is
"But, if another one is"
This story was all over
Which is unfortunate because the
I enjoy the story of
"Plus, the romantic side of"
I have read all of
Knowing full well that movies
I was highly disappointed in
The only thing that they
That is all.
The story line was so
Even if I didn't read
I do know that Pioneer
The rating is for having
"As a Southern Baptist, it"
There certainly aren't so many
"Still, I must honestly say"
"The plot is predictable, the"
As a TV movie it
Keep trying guys.
You've got to have a
Might I suggest you turn
K.
Chesterton or C.
S.
Lewis for some inspiration?
WARNING: This review contains SPOILERS.
Do not read if you
Did they see the script
Did they even think to
"I mean, would YOU do"
It makes you wonder how
A little boy and girl
In probably the worst special
It looked like Clark had
"Anyhow, the ship leaves and"
"Elsewhere, we see Vincent Schiavelli,"
He steps out of the
"Twenty-five years go by, and"
Or something like that.
Shepherd spots some strange phenomena
"Once she gets there, the"
"From this point on, the"
While this boring mess is
You know those glowing plastic
Schiavelli uses what looks like
It's the second-worst effect in
Every time Schiavelli is on
It ends up making the
It's hard to tell when
"See, Burr and his team"
Why do Shepherd and Vincent
Schiavelli explains why he is
"I mean, why doesn't he"
"After all, he had twenty-five"
And the aliens won't need
"Speaking of the aliens, it"
What is their goal?
Why do they wait so
How could they be so
Not that the answer to
You would still have bad
"Luckily, the stars escaped from"
Cybill Shepherd soon went on
Jan-Michael Vincent went on to
Raymond Burr made a pile
Vincent Schiavelli went on to
"Martin Landau, who played a"
You can bet none of
As a kid I did
Even as a dumb kid
What amazes me is that
What script did they read
The plot at times is
The whole film seems to
The plot has two kids
Dead animals and such to
"Seriously, you just have to"
Jill Dunne (played by Mitzi
"In fact, when he spots"
"She is upset, leaves without"
"In fact, she doesn't even"
This made no sense to
She shows him a condo.
"Afterwards they have a drink,"
"In fact, he seems a"
Sean whines about how Jill
Apparently his lack of any
Eventually Jill confesses her own
This movie sucked.
It really was a waste
"The acting was atrocious, the"
"Long, long story short, these"
And this is after they
"Additionally, after their boat goes"
"Like I said, this movie"
A complete joke.
Don't let your girlfriend talk
Lifetime did it again.
Can we say stupid?
I couldn't wait for it
The plot was senseless.
The acting was terrible!
Especially by the teenagers.
The story has been played
Are we just desperate to
The previews were attractive and
Unless one has nothing else
This was a waste of
Can I get them back?
I would have rather scraped
That would have been more
I have to say I
I found it to be
"The mother gets ""visions"" when"
And one thing she touched
Just seemed so ridiculous.
Deedee Pfieffer's performance was awful
She was very irritating.
The girl who played Lori
The original book of this
Ironically the tube train near
Hanging the storyline on a
All the stuff about Japp
This would have made a
It is obvious this episode
The annoying mouse and lullaby
Very sad.
"Additionally, the story just seemed"
As I have just watched
I saw this film opening
"Unfortunately, despite an outstanding performance"
There were some other plus
But I can't help feeling
"Oh well, at least Jordan"
4/10
I saw this at the
"The actors are passable, but"
For those who might have
"However, it doesn't work as"
Its pacing is too off-kilter
"Possibly folk genius, possibly class"
"Once again, his story has"
"Ned Kelly (Ledger), the infamous"
"Sort of like Robin Hood,"
The fact that the lower
"Indeed, quite a few so"
If ever a romanticized version
This wasn't going to be
The story plods along at
"Simply put, nothing happens in"
This would possibly have been
"However, unless you are looking"
"Between that, the game of"
"Yup, nature pops up a"
There isn't even one good
Even the usually fantastic Rush
When one of the characters
They constructed this one as
"OK, there are lots of"
"I mean, this is not"
It's only a couple of
My own grandparents were already
<br /><br />So it's silly
Having recently read Peter Carey's
"But no, the fact is"
"I'll give it 3/10, and"
This has to be the
He looked deformed.
I wish I'd known that
<br /><br />Orlando Bloom is
With the scraggly beard and
<br /><br />I'm supposed to
This is a far cry
"This was trite, cliche-ridden and"
We only stayed because we
It didn't.<br /><br />The last
Heath and his gang are
That's not funny.
But it was funny when
I kept waiting for them
"When we left, pretty much"
It cost me 2 hours
If the term itself were
"The descendant of Irish immigrants,"
To get back at the
Ned is the typical heart-of-gold
He also has the pulse
What movie on this particular
It's acts of selective generosity
Geoffrey Rush plays the typical
There's even the inevitable episode
And the film is riddled
It doesn't help that he
This movie was so unrelentingly
"The directing, editing, production, and"
There was no narrative flow
Big emotional moments and climaxes
"The characters are sadly underdeveloped,"
"The acting, surprisingly, is not"
The film plays like a
"western/epic, and sadly diminishes the"
I have read a lot
"That's all very well, but"
No one is saying that
Pearl Harbor was about a
"A failure all around, though"
This movie never made it
"For once, I should listened"
I can see now why
<br /><br />I had thought
All have done wonderful work
<br /><br />The movie was
I failed to develop much
<br /><br />I do not
It won't satisfy even that.
I thought this was a
Heath Ledger and Orlando Bloom
And I felt like every
The only thing I can
Ned aKelly is such an
It's an Australian story yet
Also Ned was an Australian
"From the very beginning, the"
Any good textbook on writing
In this film you will
"The police are the baddies,"
It never seems to occur
The film opens with him
We see him walk through
I found the film a
It is the direction for
I guess I was attracted
Basically Ned Kelly (Heath Ledger)
That's really all I can
Also starring Orlando Bloom as
Ledger makes a pretty good
Okay!
I don't quite get the
What could otherwise have been
There are so many clichés
There's no real passion in
It's not funny enough to
Watching it I couldn't believe
But..
maybe it still was OK
Who knows.
Definitely one of the oddest
Sorry.
This movie was awful.
The ending was absolutely horrible.
There was no plot to
The only thing that was
Their performances were excellent!
The only problem was that
If the script would have
"Instead, Robert DuVall's and James"
Not only was I left
It was nothing more than
There was nothing special about
The only thing special was
Nothing worthy happens during the
"When the movie ended, I"
It never happened!
The cast of characters suddenly
It wasn't even a story.
The entire movie takes place
That's it.
It was one day in
How much of a story
The acting performances by the
Holy crap.
This was the worst film
"All the performances are fine,"
Really!
No plot!
A bunch of clowns talk
Ug...
Robert Duvall's character is senile
This earns him the same
I am pretty sure this
Good performances with famous and
"Well, maybe that's a bit"
Sack
SWING!
is an important film because
Many of these films have
It's also a nice chance
The main plot is very
"However, the writing is just"
This is because before the
"And, the one lady wants"
"Later in the film, when"
"It seems like the film,"
Just don't say I didn't
There's not a drop of
"Simon, who adapted the script"
Walter Matthau is merciless on
"Burns, who won a Supporting"
"The noisier the movie gets,"
Director Herbert Ross only did
"At this point, Matthau was"
It was up to Ross
The picture looks terribly drab
*1/2 from ****
I like Goldie Hawn and
"Although mildly amusing, the film"
Some scenes such as a
I don't think this scene
I don't like stupid comedies
Protocol is an implausible movie
The story revolves around a
The story goes downhill halfway
Unless you are a Goldie
When an attempt is made
Sunny becomes a national heroine
"Unknown to her however, the"
In real life a state
It transpires that the Emir
Sunny's new job is just
Possibly in 1984 the American
(If the film had been
Sunny is a typical Goldie
"There is, however, a limit"
"(Actually, that sounds more like"
Goldie tries her best to
Part of the reason is
On the one hand Sunny
On the other hand she
The effect is rather like
Whatever humour exists is tired
There was a lot of
The film-makers seem to have
Sunny turns from a blonde
I have not seen all
3/10
"What does the "" Executive"
If I remember correctly it's
You might notice in a
Unfortunately it should also be
Likely ?
As things progress Ms Davis
When I say that PROTOCOL
Exactly
Outlandish premise that rates low
Only Hawn's well-known charm allows
Goldie's gotta be a contender
There are only two movies
The script is insulting to
It completely lost me with
Goldie Hawn is supposed to
Then there are offensive stereotypes
"The acting was terrible, including"
I could not stand to
This is the kind of
The worst.
The only good thing about
Ooooof!
Her loins rival those of
This movie came out when
I'd forgotten about it all
Kurt Russell must have had
"I'm studying Catalan, and was"
not so delighted to have
Although the opening sequence of
"(For the most part, that"
Would the Mallorquins strip a
minor detail.
"Up to this point, it"
Francisca is a nun working
"I know, but hey, coincidences"
"Their motivations, personalities, and dialogue"
Be prepared for LOTS of
The reviewer who called it
If it had been made
RAPE!!
MURDER!!
MUTILATION!!
FANATICISM!!
ANIMAL CRUELTY!!
BETRAYAL!!
<br /><br />The opening sequence
"To work, this should have"
"As it is, it seems"
I think I go with
I was excited to view
But after the presentation I
"Too much blood, too much"
"The Spanish Civil War, like"
"The revenge, a very human"
"But what Mr Villaronga try,"
It is really a pity
I advise nobody under no
this film was a major
the level of relentless cruelty
some scenes were truly unnecessarily
the main characters were impossible
the lead protagonist's character was
the sickroom/hothouse atmosphere lent itself
little or nothing could be
"fortunately, i've been to spain"
"in addition, the use of"
the actors seemed uncomfortable in
"Three part ""horror"" film with"
It leads up to two
"Still, it's quick (about 15"
Predictable but enjoyable.<br /><br />The
"His car breaks down, he's"
"VERY obvious, badly done and"
Even at 30 minutes this
Good acting though.<br /><br />The
"It involves a beautiful, lonely"
Right.
"It has beautiful set designs,"
But (again) predictable and not
Tune in for that one
A very cheesy and dull
<br /><br />The cast is
The only thing worthwhile is
<br /><br />Run if you
Of course that this has
There are some nice shots
When a man who doesn't
"That man is Jesus Franco,"
His 1980 flick Devil Hunter
That makes it sound pretty
Yet Franco does have some
The mix of all these
The kidnap by strangers of
"There's lots of naked writhing,"
You need to get used
He has raw bug eyes
Early in the piece he
The flakey guy has an
All of the dialogue and
The nebulous action is fleshed
That he walks around with
Franco can be extremely cheap
"You get real islands, jungles,"
This is something that is
If you're trying to see
"If you like Franco, you'll"
If you fall into neither
Copies of it aren't just
It's Franco.
"Lazy, crazy Franco."
I have been looking for
I finally found it on
Laura Crawford is a model
They take her into the
Maidens are Chained up.
The devil demonstrates eating flesh
"Peter Weston, is the devil"
As the number of Video
Some other goof gets hired
He's brought a helicopter and
"Granted, they are all totally"
After stealing away into the
"Now, this fellow is just"
His growls and groans are
This is probably the main
"Also, Jess Franco goes beyond"
"So, if you want ""fair"""
It's not even the good
It's just atrociously padded trash
"If you watch it first,"
Not sure if I'm referring
The tribe is like a
And the savages range in
I suppose Franco just grabbed
Not fun.
I can find something to
This video nasty was initially
The opening cuts back and
I am not sure what
It would have been much
Peter (Al Cliver - The
"Of course, one of the"
Will Peter save her before
"Oh, yes, there are cannibals"
Why do you think it
Muriel Montossé is found by
Montossé is very comfortably undressed.
Peter leaves them and goes
They pass the time having
"Guts, anyone?"
Great fight between Peter and
Of the three titles from
"During the confusion, Laura escapes"
The result is a dire
How can you tell that
when you can't stop laughing
The plot has been well
Where exactly does this take
The cannibal tribe is conformed
the Devil God is a
grab a case of beers
If you are looking for
don't' bother.
A model named Laura is
They demand a huge ransom
Peter is hired to get
Peter is taken to the
They try to give the
The helicopter is shot and
Also roaming the jungles is
In reality its just a
He starts to kill a
The rest of the film
The films drags along at
The whole thing could have
There are plenty of overly
I think the main reason
For example a scene where
Another funny scene has one
Then for no reason at
It has to be seen
Then of course there is
It is just some naked
Now why it was I
There is very little gore
Minus the nudity I would
The only thing I can
There is plenty of nudity
It would probably be more
An actress making a movie
The producer hires some one
Complicating everything are the cannibals
There is copious amounts of
Its an exploitation film designed
"Lets face it, despite the"
The pacing is all off
There are multiple plot lines
"Worst of all, almost no"
Most of the minimal dialog
Its such a quiet and
VideoAsia just released this as
Their print is oddly letter-boxed
Their print also has no
or anyone who was praying
Film starlet Laura Crawford (Ursula
What they don't count on
And what they really didn't
Franco gets a strong EuroCult
The film features tons of
The highlight for me was
"Sadly, ol' Jess pads this"
<br /><br />For the most
"Also, one long section of"
Franco gives a nice 16-
Devil Hunter gained notoriety for
Many films on the list
The plot actually gives the
A hunter is then hired
The film basically just plods
It's a real shame that
I saw this film purely
But if you're not on
This film seemed way too
The problem with jungle horror
The film is worth seeing
Eurotrash fans will be plenty
For a zombie/cannibal flick this
"Sexo Cannibal, or Devil Hunter"
After a long days work
Laura's agent gets on the
Peter is told that he
"So, the kidnappers have Laura"
Just to complicate things further
Sexo Cannibal has gained a
I'd imagine even the most
"The script by Franco, erm"
It's as simple & straight
For a start the film
As a horror film Sexo
"The cannibal scenes are poor,"
It becomes incredibly dull &
I also must mention the
Just look at the way
The gore isn't that great
There's a fair bit of
This is a shoddy poorly
The only decent thing about
The music sucks & sound
"The acting sucks, the whole"
The only good things I
Anyone looking for a decent
Not only is it a
"(And by the looks, not"
If you´ve got nothing better
Yeah right.
This is the worst thing
I was a kid when
It's atrocious.
Many fans hate on the
So much so that I
"All in all, it's miserably"
"Guilty pleasure, they call it..."
Nananana ninja...
"Sometime in 1998, Saban had"
"Naturally, being a fan of"
So when I started watching
to say I was disappointed
Some time later (more like
They managed to re-create the
There tends to be this
"And the Turtle suits, while"
But you can only have
"and besides, most fans don't"
Never mind the countless resurrections
"So on a personal standpoint,"
I find that Shredder in
And with these new magic-wielding
I'll be honest; I never
I'm not against the idea
I almost get the impression
"Fortunately, they all share the"
Given time and maybe another
But while the idea was
"As it stands, Next Mutation"
This is the biggest insult
"Fortunantely, officially Venus does not"
There will never be a
The biggest mistake was crossing
They could have done such
<br /><br />don't bother with
the lip flap was slow
they totally disrespected shredder.
"the main baddie, some dragonlord"
the turtles looked corny with
the silly looking sculpted plastrons!?
<br /><br />If they looked
I did not like the
I cannot stay indifferent to
I consider 'Breaking the Waves'
I loved 'Dancer in the
I admired the idea in
'Europa' which I see only
It is also a too
Treating the period that immediately
Yet it is the means
The trains were a symbol
Here the train also becomes
The characters that populate the
The principal character a young
"The actions of the characters,"
The overall cinematography seems to
The usage of color over
It is not that Van
"He really is great, as"
This film is terrible.
You don't really need to
If you are planning on
serious amateur hour.
Throughout the movie I thought
A new low even for
People who claim that it
Even by the standard of
Go for a jog instead
Terrible movie.
Nuff Said.<br /><br />These Lines
The movie was bad.
Why I have to expand
This is already a waste
I just wanted to warn
Avoid this movie.
The acting sucks and the
Bad in every way.
The only nice thing about
Even that was ruined though
The movie is a poorly
First I waste my time
Then feeling compelled to warn
Totally unnecessary.
Assuming this won't end up
"Unless you're bored of good,"
I saw this last night
When you can spot a
Let's just say this is
And the rape scene...Christ!
"""Shut up and take it"""
EVER.<br /><br />3/10
Sometimes a movie is so
You begin to really ask
Can they honestly expect that
Character needs a gun.
Gets a gun.
Can't do that because he
Puts his gun down first.
OH MY GOD What are
He has a gun!
"He waves it around, acting"
He pushes it in someone's
The hallmark of any conclusion
<br /><br />It's a real
This one is neither.
It has no life and
it will make you feel
"Really, who needs that!?"
"So yes, I'll say it:"
Anyone who was involved in
I have to congratulate the
"Edward Furlong, you're not as"
Anyone with a camera would
The good ones usually come
The director..
Mr.
"Jon Keeyes, please find your"
"Your directing is poor, the"
it always comes up when
And don't go for writer
Making movies isn't like serving
Or just go find a
You'll have less stress and
I rented this one on
I was suspicious seeing Michael
Blonde would very much like
Not to mention the amateur
Too many non-native-English-speakers play parts
It's unbelievable how unbelievable all
The music is awful and
This is why I gave
I saw this DVD in
Interested enough I decide to
It was a tough to
"Then, after finally seeing the"
This is an insult to
I checked some names and
That made me thinking-again!- How
with money probably..
That kept me thinking further..
How can you raise such
Then all my meditation paid
And if you still have
So bottom line this is
It makes you think -in
This one at least makes
It leaves you with disbelief..
and then It makes you
What was with all the
No offense but I thought
The film had no script
It demanded next to nothing
He is one of my
The script was so bad.
Their was just nothing to
Madsen tried to act like
It was really weird and
A video game had better
There was also a really
He had this American whining
He sounded like a girl.
As a positive It was
For a few seconds.
Whoo Hoo !
Dumb Film.
Poor Madsen.
He will bounce back...
This movie was terrible.
at first i just read
The acting was TERRIBLE.
it was like the actor
everything seemed fake.
i feel bad for Edward
I've watched it at least
the writers were probably sleep
the one you keep watching
I am a big fan
Finally seeing him as the
"Otherwise, I would have written"
But the sound effects of
There are some glitches in
This is an art film
"Regardless of the exact date,"
These distorted images are accompanied
This was obviously intended as
"The film, to put it"
"Nine minutes of psychedelic, pulsating,"
I did spot a full-frame
It was just not my
It's about 8½ minutes too
There are lots of extremely
That's probably the best thing
Perhaps that even makes it
He's the son of a
But like so many such
The expectations in this family
"Except for school, Tristan's father"
This seems to be the
Tristan's claustrophobic environment causes him
The celebration soon follows some
Also counting against this film
These are the types of
I suspect we'll be seeing
"Rating based on hotness, this"
The women in this movie
I'm sure the male characters
It's unfortunately just not worth
This is it.
This is the one.
This is the worst movie
Ever.
It beats everything.
I have never seen worse.
Retire the trophy and give
Its so bad.
So far from anything that
It made me feel disgusted
This type of movie sincerely
We should be ashamed.
I really cannot emphasize that
It's an embarrassment.
I don't know how on
I don't know what type
"I love Shark Attack 3,"
I tell all my friends
This is awkward bad.
This is the bad where
I really never want to
"This is meticulously boring, repetitive"
I personally will grab the
"Trust me, I think they"
Please.
Stop.
NOW.
There are times when finishing
This was one of those
I almost gave up with
and I wish I had...<br
"Of course, the woman part"
But the in for a
"Save your money, save your"
do anything else...
"Weak plot, predictable violence, only"
Like the writer (also one
From the predictable rap and
Even the title has been
<br /><br />Note: Saw it
Was halfway thru before I
"Even tho another stereotype, would"
All I could think of
Many have spoken about it's
"Yet really, the techniques used"
You can read most other
looks can only carry a
The action is poor and
Nothing really to write home
"This film, however, is a"
"It's nothing.<br /><br />Furthermore, if"
"'Requiem For A Dream', 'Trainspotting',"
Though one should also check
To think that a bit
If you look at Corey
"and second, didn't Sebastian get"
I'm sure I missed some
Large's performance was (for me)
I'm also a bit surprised
This film had a lot
"The acting is wooden, very"
There are lots of quick
This is one of the
It rips off nearly ever
"If there was a plot,"
I honestly cant understand how
Its crap like this that
"6/10 Acting, not great but"
I gave 4 for this
Characters are so over exaggerated
Because of the style this
It's always good that movie
In the first hour there
This is really a new
Even though there are a
what's the deal with his
interesting picture though to ask
But this movie does not
Even though there would be
Wasn't he already down and
<br /><br />So there are
just ...
can't recommend it.<br /><br />1
From the beginning of the
And he has failed in
I guess he was trying
Any way I think this
In the credit of the
Here at least the director
And the actors also have
I basically skimmed through the
To tell you the truth
The only reason I watched
"He is so hot, but"
"But still hot.<br /><br />However,"
I guess the plot isn't
Is it that hard to
That's why I only cut
"LOL Anyways, not worth renting"
Oh yeah the cast was
The girls were HOT!!!
But CHACE IS THE BEST!!
This fanciful horror flick has
He devise ways of avenging
His master scheme seems to
"Supporting cast includes Patrick O'Neal,"
If I had not read
Unfortuntately this is not the
It is actually my kind
"I was put through tears,"
Excellent.
A novel that at times
"Depressing yes, but utterly gripping.<br"
Oh dear.
Hollywood took Barker's truth and
"A beautiful film, an inspiring"
An adaptation of 'Union Street'...no.<br
I accept that some of
The essence and the real
I saw the capsule comment
Robert De Niro has to
Jane Fonda's performance uncomfortably drifts
Molasses-like would be too swift
Although the film's intent is
Robert DeNiro plays the most
This movie is so wasteful
The script is unbelievable.
The dialog is unbelievable.
Jane Fonda's character is a
The movie moves at a
It also plugs in every
Swoozie Kurtz is excellent in
When a movie is this
Avoid this movie.
Story of a man who
Starts out with a opening
A formal orchestra audience is
Unfortunately it stays absurd the
Even those from the era
The cryptic dialogue would make
On a technical level it's
Future stars Sally Kirkland and
Are you familiar with concept
While it is not the
If painting is what makes
"Typically, if a child loves"
You will begin to see
"Well, this concept of children's"
While on all accounts it
If you have seen either
"While Foxx gives a horrid,"
Sadly it only emerged in
His ability to place a
I am surprised that more
Even in the silly feature
Two scenes that come directly
In both of these scenes
"Alas, in the rest of"
The likable hero down on
We have seen this two
It is just impossible with
I was annoyed with Fuqua
I was just tired of
While Jamie Foxx has never
I wanted to see if
I was under the impression
"Again, I was disappointed."
Foxx was annoying.
Not in the sense that
"Instead, we are downtrodden with"
Adding second long quips and
Fuqua should have stopped this
"Foxx's jokes destroyed his character,"
"Instead of character development, he"
"Neither style worked, no joke"
The rest of the cast
By this I mean I
They were brining nothing new
They were pawns filling in
Fuqua had no control over
With no creativity in sight
"Foxx was annoying, without character"
In each scene I saw
Are my words harsh?
I don't think so.
When you watch any movie
Bait contained none of these.
While I will give Fuqua
"Apparently, I took the bait"
"Ah, Bait."
How do I hate thee?
Let me count the ways.
1.
"You try to be funny,"
"Instead, I want to hurl."
2.
"You try to be dramatic,"
(Just try to imagine Bill
"Doesn't work, does it?"
"A lawyer, maybe, but not"
Doesn't fit.) As for Jamie
3.
"You try to be action-packed,"
And when the action heats
4.
You try to be a
I would rather walk barefoot
This hell would be lovelier
The premise of the movie
With that being said my
I'm a fan of Takashi
This is a highschoolers approach
For the rest of us
<br /><br />If one is
It lacks any originality (see
<br /><br />As it has
All we get are some
The premise is not a
But this one seemed to
Then movie into his works
Uninspired direction leaves a decent
"As Scrooge, George C."
"Scott is too wry, and"
The scenes in which he's
No one else seems to
